County,Market Name,Market Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference_1
Sullivan,Mamakating Farmers' Market,2948 Route 209 Wurtsboro,2948 Route 209 Wurtsboro,Wurtsboro,NY,12790,Fred Harding,8458202932,http://www.visitmamakating.org,Fri 4pm-7pm,May 31-August 30,P/M,Y,N,N,Y,41.56637,-74.49704,POINT (-74.49704 41.56637)
Sullivan,Rock Hill Farmers' Market,96 Lake Louise Marie Rd,96 Lake Louise Marie Rd,Rock Hill,NY,12775,Melinda Meddaugh,8453977259,http://www.rockhillfarmersmarket.com,Sat 10am-1pm,June 1-September 28,M,Y,Y,N,Y,41.62135,-74.59112,POINT (-74.59112 41.62135)
Sullivan,Sullivan Fresh Market on the Move-Loch Sheldrake,"Route 52 & Hasbrouck Rd , Lock Sheldrake public parking lot",Hasbrouck Rd.@ CR52,Lock Sheldrake,NY,12788,Melinda Meddaugh,8453977259,,Wed 2:30pm-4pm,July 3-October 30,M,Y,Y,N,Y,41.75888,-74.60189,POINT (-74.60189 41.75888)
Sullivan,Sullivan Fresh Market on the Move-PHS,"50 Community Lane Liberty, Public Health Services WIC Clinic",50 Community Lane,Liberty,NY,12754,Melinda Meddaugh,8453977259,,Tue 11:30am-1pm,July 2-October 29,M,Y,Y,N,Y,41.79551,-74.71228,POINT (-74.71228 41.79551)
Sullivan,Sullivan Fresh Market on the Move-S.Fallsburg,19 Railroad Plaza South Fallsburg,19 Railroad Plaza,South Fallsburg,NY,12779,Melinda Meddaugh,8453977259,http://www.sullivancce.org,Wed 11:30am-1pm,July 3-October 30,M,Y,Y,N,Y,41.70828,-74.6297,POINT (-74.6297 41.70828)
Sullivan,Sullivan Fresh Market on the Move-Woodridge,"Green Ave and Dairyland Rd Woodridge, Village of Woodridge Municipal Lot",Green Ave and Dairyland Rd,Woodridge,NY,12789,Melinda Meddaugh,8453977259,,Tue 2:30pm-4pm,July 2-October 29,M,Y,Y,N,Y,41.70949,-74.57196,POINT (-74.57196 41.70949)
Sullivan,Sullivan Fresh Market on the Move-Wurtsboro,134 Sullivan St Wurtsboro,134 Sullivan St,Wurtsboro,NY,12790,Melinda Meddaugh,8453977259,http://www.sullivancce.org,Thu 4pm-5:30pm,July 11-October 31,M,Y,Y,N,Y,41.57636,-74.48583,POINT (-74.48583 41.57636)
Sullivan,Sullivan Fresh Monticello Farmers' Market,10 Jefferson St Monticello,10 Jefferson St,Monticello,NY,12701,Alan Carrol,8452926180,http://www.sullivancce.org,Thu 10am-1pm,June 20-September 26,M,Y,Y,N,Y,41.65729,-74.69264,POINT (-74.69264 41.65729)
Tioga,Candor Farmers' Market,Town Hall 101 Owego Rd,101 Owego Rd,Candor,NY,13743,Joellen Riggs,6077684072,http://www.candorfarmersmarket.org,Thu 3:30pm-6:30pm,June 20-September 12,M,Y,Y,N,Y,42.23249,-76.33317,POINT (-76.33317 42.23249)
Tioga,Seven Counties Farmers' Market-Fri,3732 Waverly Rd Owego,3732 Waverly Road,Owego,NY,13827,Martha Schaffer,6072372799,,Fri 9am-1pm,June 14-November 29,M,Y,N,N,Y,42.08804,-76.2991,POINT (-76.2991 42.08804)
Tioga,Seven Counties Farmers' Market-Tues,3732 Waverly Road Owego,3732 Waverly Road,Owego,NY,13827,Martha Schaffer,6072372799,,Tue 9am-1pm,June 11-November 26,M,Y,N,N,Y,42.08804,-76.2991,POINT (-76.2991 42.08804)
Tompkins,Freeville Farmers' Market,43 Main St. Freeville,43 Main St.,Freeville,NY,13068,Mark Baxendell,6078983556,,Sun 11:30am-2:30pm,May 5-October 27,P/M,Y,N,N,Y,42.51179,-76.35084,POINT (-76.35084 42.51179)
Tompkins,Ithaca Farmers' Market (Dewitt Park Tue),Dewitt Park at Buffalo & Cayuga St.,North Cayuga St and East Buffalo St,Ithaca,NY,14850,Carrie Cuinn,6072737109,http://www.ithacamarket.com,Tue 3pm-6pm,June 4-October 29,M,Y,Y,Y,Y,42.44131,-76.4991,POINT (-76.4991 42.44131)
Tompkins,Ithaca Farmers' Market (East Hill Wed),East Hill Plaza 330 Pine Tree Rd,330 Pine Tree Road,Ithaca,NY,14850,Carrie Cuinn,6072737109,http://www.ithacamarket.com,Wed 3pm-6pm,May 1-October 30,P/M,Y,Y,Y,Y,42.43772,-76.46576,POINT (-76.46576 42.43772)
Tompkins,Ithaca Farmers' Market (Steamboat Sat),"Steamboat Landing, 545 Third St. Extension off Rt. 13",545 Third Street,Ithaca,NY,14850,Carrie Cuinn,6072737109,http://www.ithacamarket.com,Sat 9am-3pm,April 6-December 21,P/M/X,Y,Y,Y,Y,42.44958,-76.50785,POINT (-76.50785 42.44958)
Tompkins,Ithaca Farmers' Market (Steamboat Sun),"Steamboat Landing, 545 Third St. Extension off Rt. 13",545 Third Street,Ithaca,NY,14850,Carrie Cuinn,6072737109,http://www.ithacamarket.com,Sun 10am-3pm,April 7-December 22,P/M/X,Y,Y,Y,Y,42.44958,-76.50782,POINT (-76.50782 42.44958)
Tompkins,Trumansburg Farmers' Market,57 East Main St,57 East Main Street,Trumansburg,NY,14886,Natalie Baris,3158718856,http://www.tburgfarmersmarket.com,Wed 4pm-7pm,May 1-October 30,P/M,Y,Y,N,Y,42.54144,-76.65974,POINT (-76.65974 42.54144)
Ulster,Kingston Farmers' Market,285 Wall Street,Wall St and John St,Kingston,NY,12401,Suzanne Campise,8457060862,http://www.kingstonfarmersmarket.org,Sat 9am-1pm,May 4-November 23,P/M,Y,Y,Y,Y,41.93384,-74.01968,POINT (-74.01968 41.93384)
Ulster,Kingston WINTER Farmers' Market,The Old Dutch Church 272 Wall St,272 Wall Street,Kingston,NY,12401,Alexis Nigro,9084636632,http://www.kingstonfarmersmarket.org,Alt Saturdays 10am-2pm,December 2-April 20,X/W/P,N,Y,N,Y,41.93283,-74.01886,POINT (-74.01886 41.93283)
Ulster,Phoenicia Farmers' Market,"85 Main St Phoenicia, Parish Field",85 Main St.,Phoenicia,NY,12464,Sophie Grant,9172942017,,Sun 10am-2pm,"May 19-October 27, January 8-April 16",P/M,Y,Y,Y,Y,42.08364,-74.31303,POINT (-74.31303 42.08364)
Ulster,Phoenicia Winter Farmers Market,"Pine Hill Community Center, 287 Main St, Pine Hill",287 Main St,Pine Hill,NY,12465,Sophie Grant,9172942017,https://www.phoeniciafarmersmarket.com/,Sun 11am-2pm,November 3-April 28,M/W/P,N,Y,N,Y,42.13228,-74.47963,POINT (-74.47963 42.13228)
Ulster,Woodstock Farm Festival Farmers' Market,20 Mountainview Ave parking lot,20 Mountainview Avenue,Woodstock,NY,12498,Chelsea Coyle,,http://www.woodstockfarmfestival.org,Wed 3pm-7pm,May 15-October 9,P/M,Y,Y,Y,Y,42.04018,-74.11797,POINT (-74.11797 42.04018)
Ulster,Woodstock Farm Festival Winter Farmers' Market,"Overlook United Methodist Church, 233 Tinker St  Woodstock",293 Tinker Street,Woodstock,NY,12498,Ian Coyle,5856375300,http://www.woodstockfarmfestival.com,Alt Sat 10am-2pm,January 6-March 16,W/P,N,Y,Y,Y,42.04008,-74.15439,POINT (-74.15439 42.04008)
Warren,Glens Falls Farmers' Market,South Street Market Pavilion,25 South Street,Glens Falls,NY,12801,Richard Sandora,5187920438,http://www.glensfallsfarmersmarket.com,Sat 8am-12pm,May 4-October 26,P/M,Y,Y,Y,Y,43.3099,-73.64699,POINT (-73.64699 43.3099)
Warren,Glens Falls WINTER Farmers' Market,Aviation Mall 578 Aviation Rd Queensbury,578 Aviation Rd,Queensbury,NY,12804,Richard Sandora,5187920438,http://www.glensfallsfarmersmarket.com,Sat 9am-12pm,November 2-April 26,M/X/W/P,N,Y,N,Y,43.30817,-73.6419,POINT (-73.6419 43.30817)
Washington,Bernard Farm Farm Stand,"2275 NY-22, Cambridge",2275 State Route 22,Cambridge,NY,12816,Kari Bernard,9174351916,http://www.bernardfarm.com,"Thu-Sat 10am-5pm, Sun 10am-3pm",May 30-December 22,M,Y,Y,N,Y,43.05597,-73.37297,POINT (-73.37297 43.05597)
Washington,Cambridge Valley Farmers' Market,"Owlkill Commons, 15 West Main St",17 West Main Street,Cambridge,NY,12816,Debby Jaffe,5186778128,http://www.cambridgevalleyfarmersmarket.com,Sun 10am-1pm,May 19-October 27,P/M,Y,N,N,Y,43.02804,-73.38336,POINT (-73.38336 43.02804)
Washington,Cambridge Valley WINTER Farmers' Market,"Old Firehouse 11 W Main St. , Cambridge",Park Place,Cambridge,NY,12816,Debby Jaffe,5186778128,http://www.cambridgevalleyfarmersmarket.com,"Sun 10am-1pm, 2nd & 4th Sundays","November 3-May 4, 2025",W,N,N,N,Y,43.02872,-73.37955,POINT (-73.37955 43.02872)
Washington,Granville Rt. 22 Farmers' Market,11 Main St Granville Village Parking Lot,88 Quaker St,Granville,NY,12832,Cyd Groff,5186421653,,Thu 2pm-5pm,June 6-October 10,M,Y,Y,N,Y,43.39845,-73.2658,POINT (-73.2658 43.39845)
Washington,Salem Rt. 22 Farmers' Market,Village Park Gazebo Rt 22 Main St,Route 22 and Railroad St.,Salem,NY,12865,Cyd Groff,5186421653,,Sat 10am-1pm,June 8-October 12,M,Y,N,N,Y,43.17322,-73.32837,POINT (-73.32837 43.17322)
Washington,Slateville Farm Stand,304 County Route 28  Granville,304 County Route 28,Granville,NY,12832,Heather Magee,8602480336,http://www.slateville.com,Fri-Sun 10am-6pm,June 1-October 27,M,Y,Y,N,Y,43.34386,-73.29593,POINT (-73.29593 43.34386)
Washington,Swezey View Farm Farm Stand,301 Gibbs Rd Fort Ann,301 Gibbs Road,Fort Ann,NY,12827,Marie Mattison,5189371837,http://swezeyviewfarm.com,"Mon-Fri 1pm-7pm, Sat-Sun 8am-5pm",Year-round,YR,Y,N,N,Y,43.389,-73.38693,POINT (-73.38693 43.389)
Washington,Whitehall Rt. 22 Farmers' Market,Canal Park Pavillion Skenesborough Dr,Skenesborugh Drive Canal Park,Whitehall,NY,12887,Cyd Groff,5186421653,,Tue 2pm-5pm,June 4-October 8,M,Y,Y,N,Y,43.55205,-73.40302,POINT (-73.40302 43.55205)
Wayne,Curbside Market-The Gardens at Town Ctr,100 Greece Center Dr.,100 Greece Center Drive,Rochester,NY,14612,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Tue 10:30am-11:15am,Year-round,YR,Y,Y,N,Y,43.25096,-77.69214,POINT (-77.69214 43.25096)
Wayne,Ginegaw Farmers' Market,3600 Lorraine Dr. Walworth,3600 Lorraine Drive,Walworth,NY,14568,Jacqueline VanLare,3159861400,http://www.townofwalworthny.gov,Tue 3:30pm-6:30pm,June 18-October 8,M,Y,N,N,Y,43.1391,-77.28549,POINT (-77.28549 43.1391)
Wayne,Lyons Farmers' Market,Village Square 26 Church St.,26 Church Street,Lyons,NY,14489,Adam Bullock,3159454118,https://www.lyonsny.org/farmersmarket,"Sat 8am-12pm, November 9am-1pm, at 7 Phelps St",June 15-October 28,M,Y,Y,N,Y,43.06383,-76.99287,POINT (-76.99287 43.06383)
Wayne,Sodus Farmers' Market,58 W Main St. Sodus Methodist Church,58 West Main St,Sodus,NY,14551,Sandy Hall,3158797420,,Wed 2:30pm-6pm,June 12-October 9,M,Y,Y,N,Y,43.23615,-77.06587,POINT (-77.06587 43.23615)
Wayne,The Apple Shed Farm Stand,"3391 Fairville Maple Ridge Rd.  , Newark",3391 Fairville Maple Ridge Rd,Newark,NY,14513,Barbara Wells,3153316294,http://www.theappleshed.com,Wed-Sun 10am-5pm,July 17-December 23,M/X,Y,N,N,Y,43.12967,-77.09774,POINT (-77.09774 43.12967)
Westchester,Bowen Farm Stand,14 N Columbus Ave Mt. Vernon,14 North Columbus Ave.,Mount Vernon,NY,10553,Ruth Crosby,9144821749,,"Fri/Sat 11am- 7pm, Tue/Thu 1pm-6pm",July 15-November 30,M,Y,N,N,Y,40.9125,-73.82372,POINT (-73.82372 40.9125)
Westchester,Bronxville Farmers' Market,1 Stone Place & Paxton Ave,1 Stone Place,Bronxville,NY,10708,Pascale Le Draoulec,9148063380,,Sat 8:30am-1pm,May 11-December 7,P/M,Y,Y,N,Y,40.94076,-73.83693,POINT (-73.83693 40.94076)
Westchester,Chappaqua Farmers' Market,"Chappaqua Train Station , 108 Allen Place",108 Allen Place,Chappaqua,NY,10514,Pascale Le Draoulec,9148063380,http://chappaquafarmersmarket.org,Sat 8:30am-1pm,May 11-December 8,P/M/X,Y,Y,N,Y,41.158667,-73.774039,POINT (-73.774039 41.158667)
Westchester,Hastings Farmers' Market,131 Southside Ave,131 Southside Ave.,Hastings,NY,10706,Pascale Le Draoulec,9148063380,http://www.hastingsfarmersmarket.org,Sat 8:30am-1pm,June 1-November 16,M,Y,Y,N,Y,40.99561,-73.88317,POINT (-73.88317 40.99561)
Westchester,Hastings WINTER Farmers' Market,"131 Southside Ave , Opp Hastings on Hudson station",134 Southside Ave,Hastings on Huds,NY,10706,Pascale Le Draoulec,9148063380,http://www.hastingsfarmersmarket.org,"Sat 9:30am-1pm, 1st and 3rd Sat","Dec -May 6, 2024",X/W/P,N,Y,N,Y,40.9943,-73.88424,POINT (-73.88424 40.9943)
Westchester,Hilltop Hanover Farm Farm Stand,1271 Hanover St Yorktown Heights,1271 Hanover St,Yorktown heights,NY,10598,Andrew Tedder,9148625034,http://www.hilltophanoverfarm.org,Thu-Sun 10am-4pm,April 24-November 27,P/M,Y,Y,N,Y,41.25159,-73.7724,POINT (-73.7724 41.25159)
Westchester,Irvington Farmers' Market,101 Main St,101 Main St,Irvington,NY,10533,Pascale Le Draoulec,9148063380,http://theirvingtonfarmersmarket.org,Sun 9am-1:30pm,June 2-November 17,M,Y,Y,N,Y,41.039046,-73.866942,POINT (-73.866942 41.039046)
Westchester,Irvington WINTER Farmers' Market,"101 Main St., Main St. Auditorium",101 Main Street,Irvington,NY,10533,Pascale Le Draoulec,9148063380,http://www.theirvingtonfarmersmarket.org,2nd & 4th Sat 9:30am-1pm,December-May,X/W/P,N,N,N,Y,41.03918,-73.86737,POINT (-73.86737 41.03918)
Westchester,Larchmont Farmers' Market,"122 Myrtle Blvd. Larchmont, Metro North lot off Chatsworth Ave.",Metro-North parking deck off Chatsworth Avenue,Larchmont,NY,10538,Dacotah Rousseau,9149234837,http://www.downtoearthmarkets.com,Sat 8:30am-1pm,Year-round,YR,Y,Y,Y,Y,40.93322,-73.75951,POINT (-73.75951 40.93322)
Westchester,Ossining Farmers' Market,15 Spring St.,15 Spring St,Ossining,NY,10562,Dacotah Rousseau,9149234837,http://www.downtoearthmarkets.com,Sat 8:30am-1pm,Year-round,YR,Y,Y,Y,Y,41.16065,-73.86353,POINT (-73.86353 41.16065)
Westchester,Pelham Farmers' Market,Harmon Ave at 5th Ave,Harmon Avenue at 5th Avenue,Pelham,NY,10803,Pascale Le Draoulec,9148063380,http://pelhammarket.org,Sun 9:30am-1:30pm,May 11-November 9,P/M,Y,N,N,Y,40.91075,-73.80995,POINT (-73.80995 40.91075)
Westchester,Pleasantville Farmers' Market,"Memorial Plaza parking lot, off Manville Rd next to Train Station",Manville Rd and Wheeler Ave,Pleasantville,NY,10570,Steven Bates,9142054545,http://www.pleasantvillefarmersmarket.org,Sat 8:30am-1pm,Year-round,YR,Y,Y,N,Y,41.13526,-73.79218,POINT (-73.79218 41.13526)
Westchester,Rye Farmers' Market,"9 Theodore Fremd Ave. , behind Purchase St Stores",9 Theodore Fremd Ave,Rye,NY,10580,Dacotah Rousseau,9149234837,http://www.downtoearthmarkets.com,Sun 8:30am-1pm,May 5-December 1,P/M/X,Y,Y,Y,Y,40.98485,-73.68464,POINT (-73.68464 40.98485)
Westchester,Saint John's Church Farmers' Market,Church Courtyard 1 Hudson St Yonkers,1 Hudson Street,Yonkers,NY,10701,Barbara Karsten,9146138147,,Thu 8am-4pm,July 11-October 31,M,Y,Y,N,Y,40.93364,-73.89879,POINT (-73.89879 40.93364)
Westchester,Scarsdale Farmers' Market,Chase Rd and Spence Pl,Chase Road and Spencer Place,Scarsdale,NY,10583,Dacotah Rousseau,9149234837,http://downtoearthmarkets.com,Sun 9am-2pm,May 12-November 24,P/M/X,Y,Y,Y,Y,40.98964,-73.80634,POINT (-73.80634 40.98964)
Westchester,TaSH Farmers' Market,Patriots Park Route 9 Sleepy Hollow,Patriots Park Route 9,Sleepy Hollow,NY,10591,Linda Eder,9142650745,http://www.tashfarmersmarket.org,Sat 8:30am-1:30pm,May 25-December 7,P/M/X,Y,Y,N,Y,41.08525,-73.85924,POINT (-73.85924 41.08525)
Westchester,TaSH Winter Farmers' Market,"250 West Main St Tarrytown, (Recreation Center Parking Lot)",250 West Main St,Tarrytown,NY,10591,Linda Eder,9142650745,http://www.tashfarmersmarket.org,"Sat 9am-12:30pm, Alternate Sat",January 13-May 11,W/P,N,Y,N,Y,41.07716,-73.86799,POINT (-73.86799 41.07716)
Westchester,White Plains Road Farmers' Market,White Plains Rd & E 211 St,White Plains Road,White Plains,NY,10467,Judith Desire,3473917189,,"Wed 8am-12pm, Sat 9am-4pm",June 1-November 23,M,Y,N,N,Y,41.04383,-73.8022,POINT (-73.8022 41.04383)
Wyoming,Merle's Fresh Produce Farm Stand,1408 Creek Rd. Rt 98 Attica,1408 Creek Road,Attica,NY,14011,Ashley Merle,5857081465,,"Mon-Fri 10am-6pm, Sat 10am-5pm",June 15-December 31,M/X,Y,N,N,Y,42.81336,-78.30333,POINT (-78.30333 42.81336)
Wyoming,Perry Farmers' Market,Perry Festival Plaza  S. Main Street,Main St and Borden Ave,Perry,NY,14530,Rick Hauser,5859913893,http://www.perryfarmersmarket.com,Sat 8:30am-12:30pm,June 15-September 28,M,Y,Y,Y,Y,42.71842,-78.00218,POINT (-78.00218 42.71842)
Yates,The Windmill Farmers' Market,3900 Route 14A at Hobson Rd Penn Yan,3900 State Route 14A,Penn Yan,NY,14527,Sharon Hobbie,3155363022,http://www.thewindmill.com,Sat 8am-4:30pm,April 27-November 30,P/M,Y,Y,N,Y,42.57687,-77.03609,POINT (-77.03609 42.57687)
Yates,Yates County Co-op Farm & Craft Market,Jacob Street Penn Yan,Jacob Street,Penn Yan,NY,14527,Rivka Davis,6072435234,,Sat 8am-12:30pm,June 1-October 12,M,Y,N,N,Y,42.66095,-77.05365,POINT (-77.05365 42.66095)
