Year,County,Municipality,DEC ID,Facility Name,SIC Code,VOC (tons),NOx (tons),CO (tons),CO2 (tons),Particulates (tons),PM10 (tons),PM2.5 (tons),HAPS (tons),SO2 (tons),Location
2020,ONTARIO,CLIFTON SPRINGS,8323400013,TGP COMPRESSOR STATION 237,4922,2.5,7.4,8.53,3077.49,0.95,0,0.95,0,0.03,POINT (-77.13883 42.9615)
2016,ERIE,BUFFALO,9140200154,BIRD ISLAND STP,4952,9.3,58.96,51.5,15524.67,2.83,0,0.84,0.02,3.52,POINT (-78.87846 42.88545)
2020,ONONDAGA,EAST SYRACUSE,7312600127,CARR STREET GENERATING STATION,4911,1.38,11.83,13.53,45938.44,2.79,0,2.79,0,0.25,POINT (-76.071 43.06468)
2016,ONTARIO,EAST BLOOMFIELD,8322600023,COMMODORE TECHNOLOGY/PLASTICS LLC,3086,56.94,0,0,134.71,0.8,0.79,0,0,0,POINT (-77.43471 42.89506)
2015,QUEENS,QUEENS (6301),2630100185,ASTORIA GENERATING STATION,4911,26.13,356.06,278.81,668474.93,49.35,5.33,43.47,0.58,72.74,POINT (-73.82999 40.714)
2021,SCHOHARIE,CARLISLE,4432400005,COMPRESSOR STATION 249,4922,37.94,46.49,99.78,17016.18,18.25,11.22,7.02,17.27,0.29,POINT (-74.44387 42.75687)
2011,CAYUGA,AUBURN,7050100042,AUBURN SANITARY LANDFILL NO 2,4953,0.17,3.75,3.52,1107.63,0.16,0.16,0.15,0,0.09,POINT (-76.56591 42.92936)
2010,DUTCHESS,POUGHKEEPSIE,3134600019,DUTCHESS CO RESOURCE RECOVERY FACILITY,4931,22.01,170.05,106.88,63906.35,1.63,1.63,0,7.86,20.12,POINT (-73.92915 41.70712)
2022,CAYUGA,AUBURN,7055200004,OWENS-BROCKWAY GLASS CONTAINER INC,3221,21.84,271.59,26.98,9124.95,56.48,0,0.56,0.46,177.24,POINT (-76.56591 42.92936)
2012,ERIE,TONAWANDA,9146400048,TONAWANDA ENGINE PLANT-GENERAL MOTORS POWERTRAIN,3711,8.05,16.21,7.53,3949.2,2.59,1.35,0.25,0,0.19,POINT (-78.88617 43.01888)
2021,WARREN,GLENS FALLS,5520500005,FINCH PAPER LLC,2621,96.33,1177.23,404.02,279931.39,107.03,11.45,68.52,46.41,181.33,POINT (-73.64376 43.31122)
2014,SUFFOLK,BABYLON,1472003061,PINELAWN POWER,4911,0.83,6.92,10.21,77326.95,7.27,2.87,3.26,0,1.05,POINT (-73.32601 40.69573)
2012,QUEENS,QUEENS (6305),2630500005,BARKER BROS - RIDGEWOOD,3291,22.23,0.24,0.18,277.15,0.03,0.03,0,0,0.01,POINT (-73.82999 40.714)
2022,KINGS,BROOKLYN,2610200086,NARROWS GENERATING STATION,4911,0.99,154.7,32.57,49907.64,3.26,0.19,2.88,0.45,1.48,POINT (-73.99036 40.69245)
2021,QUEENS,QUEENS,2630400024,RAVENSWOOD GENERATING STATION,4911,43.77,241.54,73.6,1028838.89,95.79,95.61,0,11.12,14.05,POINT (-73.82999 40.714)
2014,MONROE,ROCHESTER,8261400205,EASTMAN BUSINESS PARK,3861,58.55,3.57,0.77,935.56,39.59,23.71,14.52,2,0.02,POINT (-77.61632 43.1558)
2014,SARATOGA,MALTA,5414000189,FAB 8,3674,19.39,21.38,17.7,58302.03,7.05,2.43,4.24,5.72,0.85,POINT (-73.79262 42.97119)
2013,LEWIS,LYONSDALE,6233800012,LYONSDALE BIOMASS LLC,4911,16.05,158.66,145.31,1.49,2.99,2.97,2.96,1.04,10.11,POINT (-75.30909 43.61885)
2019,ORANGE,NEW WINDSOR,3334800111,GLOBAL COMPANIES LLC - NEWBURGH TERMINAL,5171,63.82,0.06,0.03,71.46,0,0,0,0,0,POINT (-74.02274 41.47742)
2011,JEFFERSON,RODMAN,6225200018,INNOVATIVE DANC,4911,9.64,20.3,138.79,3.14,5.48,5.47,0,0,30.32,POINT (-75.94078 43.85022)
2021,NIAGARA,NIAGARA FALLS,9291100113,"COVANTA NIAGARA I, LLC",4953,2.48,679.21,74.82,918460.61,10.03,0,1.26,47.33,55.17,POINT (-79.05551 43.096)
2019,ONONDAGA,BALDWINSVILLE,7313600002,ANHEUSER BUSCH BALDWINSVILLE BREWERY,2082,84.78,42.82,41.73,28773.7,0.25,0.54,1.93,0.01,26.07,POINT (-76.33276 43.15867)
2012,SUFFOLK,BABYLON,1472001919,LAWRENCE RIPAK FACILITY,8734,8.58,1.16,0.23,1390.53,0.07,0.07,0,7.69,0.01,POINT (-73.32601 40.69573)
2013,ST LAWRENCE,OGDENSBURG,6401200053,OGDENSBURG ENERGY FACILITY,4931,0.48,12.31,7.33,10345.32,0.66,0.66,0.66,0,0.05,POINT (-75.48994 44.69424)
2016,WASHINGTON,HUDSON FALLS,5534400001,WHEELABRATOR HUDSON FALLS,4953,0.86,222.98,23.09,34414.37,7.9,6.31,0.01,10.6,24.26,POINT (-73.58407 43.30447)
2013,KINGS,BROOKLYN (6105),2610500301,KINGS PLAZA TOTAL ENERGY PLANT,4931,19.47,29.68,52.3,18133.66,1.67,1.65,1.65,0,0.1,POINT (-73.99036 40.69245)
2011,NASSAU,OYSTER BAY,1282402146,GLENWOOD LANDING ENERGY CENTER,4911,0.92,6.36,27.75,52461.76,1.21,1.19,1.18,0,0.37,POINT (-73.53412 40.87239)
2017,SUFFOLK,SHOREHAM,1472204133,SHOREHAM ENERGY LLC,4911,0.03,0.96,0.04,3570.58,0.23,0,0.17,0,0.01,POINT (-72.90943 40.96172)
2016,NASSAU,FREEPORT,1282000357,FREEPORT POWER PLANT #1,4911,0.13,2.58,1.2,560.69,0.17,0.09,0.08,0,0,POINT (-73.58749 40.65931)
2022,ERIE,SPRINGVILLE,9143800044,CONCORD COMPRESSOR STATION,4922,13.44,24.95,72.47,39310.03,3.32,0,3.31,4.19,0.92,POINT (-78.66726 42.50866)
2011,BRONX,BRONX (6007),2600700726,HARLEM RIVER YARDS PLANT,4911,0.42,1.65,0.69,19944.8,0.9,0.9,0.9,0,0.12,POINT (-73.92309 40.826)
2013,SUFFOLK,BABYLON,1472000355,BERGEN POINT WWTP,4952,4.86,2.37,1.65,2792.9,0.2,0.2,0.14,0,0.3,POINT (-73.32601 40.69573)
2010,LIVINGSTON,YORK,8245200008,TGP COMPRESSOR STATION 233,4922,0.2,8.34,1.42,7623.91,0.48,0.48,0,0,0.04,POINT (-77.88091 42.88047)
2020,WYOMING,SILVER SPRINGS,9563200010,INDECK-SILVER SPRINGS ENERGY CENTER,4911,0.48,24.85,3.58,27300.7,0.19,0.03,0.16,0,0.14,POINT (-78.08568 42.66164)
2019,NASSAU,EAST ROCKAWAY,1282000652,South Shore Water Reclamation Facility (formerly know as the Bay Park Sewage,4952,33.39,197.02,30.88,16902.05,0,1.82,7.32,0,4.8,POINT (-73.6648 40.64667)
2022,SUFFOLK,SHOREHAM,1472200108,Shoreham Combustion Turbine Facility,4911,0.08,50.25,3.42,24301.44,2.03,0.58,0.71,0.14,0.16,POINT (-72.90943 40.96172)
2022,CHENANGO,NORWICH,7084200017,KERRY,2099,19.39,5.57,4.36,6544.95,1.52,0.07,0.41,22.66,0.04,POINT (-75.52426 42.53654)
2013,ONONDAGA,DEWITT,7312600127,CARR STREET GENERATING STATION,4911,0.44,4.97,4.66,20839,1.25,1.25,1.23,0,6.53,POINT (-76.06548 43.03507)
2018,STEUBEN,PAINTED POST,8464200009,ERWIN MANUFACTURING COMPLEX,3299,38.74,13.93,26.56,19313.26,24.44,0,24.44,1.23,0.22,POINT (-77.09055 42.16034)
2018,CORTLAND,CORTLAND,7112200063,PALL TRINITY MICRO,3569,57.66,0.01,0,0,0.03,0,0,0.36,0,POINT (-76.17484 42.60348)
2011,NASSAU,HEMPSTEAD,1282001085,CARBO INDUSTRIES PROPERTY,5171,32.29,0,0,0,0,0,0,0,0,POINT (-73.62194 40.7101)
2020,SUFFOLK,HUNTINGTON STATION,1472600009,AMERICAN TECHNICAL CERAMICS,3675,4.38,0.3,0.06,309.24,0.12,0.01,0.03,0,0,POINT (-73.3951 40.83655)
2022,STEUBEN,PAINTED POST,8464200108,CORNING DIESEL MANUFACTURING FACILITY,3299,19.97,140.42,262.32,134616.01,19.11,4.28,14.79,5.13,0.87,POINT (-77.09055 42.16034)
2020,KINGS,BROOKLYN,2610100016,NAP - KENT AVENUE FACILITY,2759,49.53,0.36,0.3,472.91,0.03,0.02,0,0,0,POINT (-73.99036 40.69245)
2017,SUFFOLK,STONY BROOK,1472202441,NISSEQUOGUE COGEN PARTNERS PLANT,4911,15.83,128.78,127.02,191349.3,11.08,11.07,0.01,0,1.04,POINT (-73.1395 40.91297)
2011,NIAGARA,CAMBRIA,9292000008,TENNESSEE GAS PIPELINE CO COMPRESSOR STATION 230-C,4922,0.03,0.61,0.68,0.86,0.03,0.03,0.03,0,0,POINT (-78.818 43.16396)
2012,ALLEGANY,HUME,9025800018,ALLEGANY GENERATING STATION,4911,0.75,9.14,10.05,40147.92,2.3,2.3,2.3,0,0.26,POINT (-78.13663 42.47282)
2015,ONONDAGA,MANLIUS,7313800015,L & J G STICKLEY INC,2511,65.81,7.84,9.6,1470.4,6,0,4.94,0.01,0.4,POINT (-75.9804 43.00234)
2018,SARATOGA,CORINTH,5412600028,INDECK-CORINTH ENERGY CENTER,4911,14.13,74.99,22.44,329342.36,2.93,0,2.88,0,1.93,POINT (-73.83128 43.24434)
2017,JEFFERSON,LEWIS & JEFFERSON CO,6990600006,FORT DRUM,9711,13.06,44.67,35.92,51678.37,3.32,0.01,3.29,0,0.37,POINT (-75.912258385 44.041032486)
2012,WESTCHESTER,PEEKSKILL,3551200031,WHEELABRATOR WESTCHESTER LP,4953,35.11,1033.62,53.53,290908.61,16.83,16.83,0,0,156.3,POINT (-73.92211 41.29117)
2019,LEWIS,LEWIS & JEFFERSON CO,6990600006,FORT DRUM,9711,10.33,39.15,30.84,44493.29,0.01,0.02,2.78,0,0.36,POINT (-75.912258385 44.041032486)
2015,NIAGARA,SOMERSET,9293800003,SOMERSET OPERATING COMPANY LLC,4911,7.01,589.39,92.48,496588.6,31.98,0.85,0.06,1.74,1384.84,POINT (-78.55818 43.34743)
2010,ERIE,TONAWANDA,9146400153,INDECK-YERKES ENERGY SERVICES,4911,1.68,19.59,5.6,38644.73,2.62,2.62,0.85,0,0.21,POINT (-78.88617 43.01888)
2022,ERIE,CHEEKTOWAGA,9143000110,TRINITY PACKAGING - A DIVISION OF PROAMPAC,2741,0.77,1.01,0.85,1219.02,0.08,0.08,0,0,0.01,POINT (-78.73428 42.90402)
2018,SUFFOLK,RIVERHEAD,1473000001,BERRY SPECIALTY TAPES LLC,2672,7.69,2.12,1.57,2003.1,3.85,0.14,0.03,0,0.01,POINT (-72.66016 40.95036)
2016,CHAUTAUQUA,LAKEWOOD,9062200003,CUMMINS INC - JAMESTOWN ENGINE PLANT,3519,15.93,149.44,21.3,15021.97,2.12,2.05,0.02,0.02,0.91,POINT (-79.32841 42.10338)
2019,ERIE,HAMBURG,9144800012,SOUTHTOWNS WATER RESOURCE RECOVERY FACILITY,4952,0.09,3.45,0.69,3513.56,0,0.01,0.02,0.02,0.03,POINT (-78.83422 42.71624)
2019,ALBANY,SELKIRK,4012200078,SELKIRK COGENERATION PROJECT,4911,12.56,133.38,144.16,413737.76,0.04,0,14.01,0,2.08,POINT (-73.79876 42.53269)
2022,SUFFOLK,WEST BABYLON,1472000777,BABYLON RESOURCE RECOVERY FACILITY,4953,0.01,205,22.45,91747.82,0.81,0.08,0,11.29,27.5,POINT (-73.34835 40.70123)
2013,SUFFOLK,HUNTINGTON,1472600176,OAK TREE FARM DAIRY,241,0.41,15.07,4.01,829.22,0.74,0.27,0.27,0,0.2,POINT (-73.42913 40.8722)
2017,ONONDAGA,LAFAYETTE,7313400022,TENNESSEE GAS PIPELINE CO - COMP STA 241,4922,18.37,79.26,91.52,10378.85,3.16,0.94,2.23,0,0.19,POINT (-76.1052 42.89229)
2014,QUEENS,QUEENS (6307),2630700006,EPIC PHARMA LLC,2834,3.66,0.58,0.48,694.18,0.11,0.1,0.02,0.01,0,POINT (-73.82999 40.714)
2012,GREENE,CATSKILL,4192600001,LEHIGH NORTHEAST CEMENT CO - CEMENTON TERMINAL,3241,0.03,1.01,0.25,1175.08,146.13,146.13,65.2,0,1.44,POINT (-73.86422 42.21773)
2019,NIAGARA,NORTH TONAWANDA,9291200059,FORTISTAR NORTH TONAWANDA INC,4911,0.25,8.82,3.15,9155.07,0.07,0,0,0,0.31,POINT (-78.86952 43.02968)
2020,NEW YORK,NEW YORK,2620400118,ROCKEFELLER UNIVERSITY,6512,3.44,21.61,17.59,25129.47,1.79,0.03,1.6,0.12,0.17,POINT (-74.00712 40.71453)
2010,TOMPKINS,ITHACA,7500700030,CORNELL UNIVERSITY MAIN CAMPUS,8221,2.18,56.52,27.11,172058.28,6.37,6.29,4.51,4.42,86.25,POINT (-76.49546 42.44051)
2014,SUFFOLK,ISLIP,1472804190,BEMIS COMPANY INC,2671,25.49,5.27,4.43,6169.41,0.4,0.4,0,0,0.03,POINT (-73.218 40.72817)
2011,SUFFOLK,HUNTINGTON,1472600790,HUNTINGTON RESOURCE RECOVERY FACILITY,4953,2.19,361.3,38.19,152721.26,4.47,0.03,0,3.4,5.96,POINT (-73.42913 40.8722)
2019,BRONX,BRONX,2600300038,RIVERBAY CORP-CO-OP CITY,6513,3.77,47.07,4.56,76596.22,0,1.2,4.75,0,0.46,POINT (-73.92309 40.826)
2013,MONROE,RIGA,8264800014,RIGA/MILL SEAT LANDFILL,4953,11.18,126.99,275.19,50971.05,10.32,6.88,3.44,3.48,5.97,POINT (-77.8839 43.06951)
2011,ONEIDA,SHERRILL,6301400011,STERLING ENERGY FACILITY,4931,0.05,2.1,0.25,2301.58,0.14,0.14,0.14,0,0.07,POINT (-75.5974 43.07585)
2013,ERIE,BUFFALO,9140200154,BIRD ISLAND STP,4952,10.53,62.9,54.94,17822.82,4.47,0.04,0,0.02,3.75,POINT (-78.87846 42.88545)
2020,ST LAWRENCE,MASSENA,6405800003,ALOCA MASSENA OPERATIONS,3354,10.86,6.36,5.29,7469.65,1.62,1.14,0.48,0.01,0.06,POINT (-74.89298 44.93182)
2022,RENSSELAER,RENSSELAER,4381400029,RENSSELAER COGEN FACILITY,4911,0.21,10.48,4.92,34772.84,5.04,3.23,1.73,0.18,0.19,POINT (-73.74127 42.64472)
2016,BRONX,BRONX,2600700726,HARLEM RIVER YARDS PLANT,4911,0.32,3.21,2.57,29895.14,1.22,0,1.22,0,0.2,POINT (-73.92309 40.826)
2018,LIVINGSTON,PIFFARD,8245200006,ARKEMA INC,2869,41.22,1.89,1.59,2265.99,0.15,0,0.14,0,0.01,POINT (-77.85233 42.8284)
2018,NASSAU,ROCKVILLE CTR,1282000753,ROCKVILLE CENTRE POWER PLANT,4911,0.04,8.1,7.5,1882.38,0.63,0,0,0,0.01,POINT (-73.64547 40.65931)
2013,NEW YORK,MANHATTAN (6202),2620200032,CON ED-59TH ST STATION,4961,10.48,300.81,127.87,232269.15,27.72,27.49,10.09,0,122.52,POINT (-74.00601 40.7145)
2020,NASSAU,GLENWOOD LANDING,1282400388,GLOBAL COMPANIES LLC - GLENWOOD TERMINAL,5171,19.81,0.04,0.01,39.13,0,0,0,0,0,POINT (-73.64261 40.83002)
2012,ERIE,BUFFALO,9140200600,BUFFALO TERMINAL,5171,38.85,0,0,0,0,0,0,0,0,POINT (-78.87846 42.88545)
2019,ONONDAGA,SYRACUSE,7313200009,CHEMTRADE SOLUTIONS SYRACUSE,2812,0.4,45.42,7.81,17013.75,5.35,0,0.68,0,0.06,POINT (-76.14738 43.05042)
2019,KINGS,BROOKLYN,2610500263,STARRETT CITY POWER PLANT,6514,3.65,138.95,68.32,92353.97,0.03,0.02,6.02,0,0.63,POINT (-73.99036 40.69245)
2020,OSWEGO,FULTON,7350400012,MULTI-COLOR CORPORATION,2754,6.17,1.82,1.53,2179.71,0.14,0,0.14,0,0.01,POINT (-76.41527 43.32201)
2019,ALBANY,ALBANY,4010100122,NYS OGS SHERIDAN STEAM PLANT,4961,3.1,100.39,59.78,85065.09,0.03,0,5.44,0,0.51,POINT (-73.75521 42.65155)
2021,ROCKLAND,STONY POINT,3392800001,ALGONQUIN GAS: STONY POINT COMPRESSOR STA,4922,14.91,16,38.16,71928.82,4.26,0.69,3.56,1.99,2.19,POINT (-74.00764 41.23448)
2011,KINGS,BROOKLYN (6104),2610400249,NYC-HH - KINGS COUNTY HOSPITAL CENTER,8062,1.45,26.77,20.43,28583.34,1.95,1.83,1.83,0,1.67,POINT (-73.99036 40.69245)
2011,BRONX,BRONX (6002),2600200055,NORTH CENTRAL BRONX HOSPITAL,8062,0.85,6.53,5.11,7335.24,0.47,0.47,0.46,0,0.4,POINT (-73.92309 40.826)
2019,ONEIDA,UTICA,6301600048,ONEIDA CO WATER POLLUTION CONTROL PLANT,4952,0.01,6.22,2.37,60,0.01,0.44,0.01,0.04,3.7,POINT (-75.24258 43.09589)
2012,ROCKLAND,RAMAPO,3392600041,GOOD SAMARITAN HOSPITAL,8062,1.16,15.22,5.79,5150.08,1.11,1.11,1.11,0,0.8,POINT (-74.16848 41.14121)
2010,BRONX,BRONX (6005),2600500125,BRONX ZOO,8422,0.59,98.28,10.04,22987.51,11.18,11.18,0.33,0,167.72,POINT (-73.92309 40.826)
2021,NEW YORK,NEW YORK,2620200167,COLUMBIA UNIVERSITY-410 W 118TH ST,4961,5.27,39.63,32.49,46568.34,3.01,0.04,2.94,0.72,0.24,POINT (-74.00712 40.71453)
2016,ERIE,BUFFALO,9140200773,ENGINEERED COMPOSITES INC,3089,0.13,0.28,0.23,337.07,0.17,0.02,0,0,0,POINT (-78.87846 42.88545)
2010,SUFFOLK,BROOKHAVEN,1472200574,"HOLTSVILLE TERMINAL, NORTHVILLE IND CORP",5171,44.08,0.13,0.72,0,0,0,0,0,0,POINT (-72.91224 40.7737)
2011,MONROE,WEBSTER,8265400064,XEROX JOSEPH C WILSON CTR FOR TECHNOLOGY,3861,11.07,36.4,30.56,40183.2,3.1,2.77,2.77,7.06,0.22,POINT (-77.43013 43.21753)
2016,ORANGE,MIDDLETOWN,3335200145,REVERE SMELTING & REFINING CORP,3341,0.45,253.36,5.21,22348.29,10.86,0,0.07,0,66.6,POINT (-74.42261 41.44584)
2010,BROOME,UNION,7034600032,"I3 ELECTRONICS, INC.",3672,0.07,1.31,1.1,1575.19,0.1,0.1,0,0,0.01,POINT (-76.06886 42.15132)
2013,NEW YORK,MANHATTAN (6205),2620500246,NYU CENTRAL PLANT,8221,3.08,49.21,61.92,93203.12,8.96,3.08,3.02,0,7.01,POINT (-74.00601 40.7145)
2017,ORANGE,GOSHEN,3333000184,AL TURI LANDFILL & LFGTE FACILITY,4953,4.29,12.35,25.3,6.78,1.07,0.61,0.46,0,0.15,POINT (-74.31657 41.40683)
2016,QUEENS,QUEENS,2630700273,ROCHDALE VILLAGE,6514,2.32,153.1,45.93,65614.54,4.18,0,4.16,0,0.33,POINT (-73.82999 40.714)
2017,ROCKLAND,PEARL RIVER,3392400025,PEARL RIVER CAMPUS LLC,6512,4.87,106.43,38.53,104361.25,3.23,0.05,3.19,0,0.69,POINT (-74.0243 41.05985)
2018,RICHMOND,STATEN ISLAND,2640200295,POUCH TERMINAL,4911,0.39,3.58,2.56,38504.18,2.17,0,2.17,0,0.24,POINT (-74.07527 40.64242)
2014,ONTARIO,HOPEWELL,8323400013,TGP COMPRESSOR STATION 237,4922,15.39,28.51,32.99,11240.64,4.87,0,0,0,0.06,POINT (-77.18348 42.89595)
2020,CATTARAUGUS,OLEAN,9041200042,INDECK OLEAN ENERGY CENTER,4911,0.42,14.62,1.87,44547.16,1.5,0,1.5,0,0.23,POINT (-78.42814 42.07761)
2022,SCHENECTADY,ROTTERDAM JUNCTI,4422800056,SI GROUP INC - ROTTERDAM JUNCTION FACILITY,2821,21.29,26.39,21.82,57883.47,4.41,1.66,2.74,13.34,0.25,POINT (-73.97096 42.78702)
2011,NASSAU,OYSTER BAY,1282400947,TBG COGEN FACILITY,4911,14.91,74.92,18.34,269758.52,10.37,10.37,8.08,0,1.02,POINT (-73.53412 40.87239)
2021,SUFFOLK,PORT JEFFERSON,1472200107,PORT JEFFERSON POWER STATION,4911,13.42,158.45,205.93,312452.99,38.75,21.36,16.82,0.56,135.54,POINT (-73.07007 40.94624)
2018,NEW YORK,NEW YORK,2620200032,CON ED-59TH ST STATION,4961,10.27,277.91,188.79,287695.22,23.64,0.47,16.13,0,47.27,POINT (-74.00712 40.71453)
2013,SUFFOLK,HUNTINGTON,1472600258,POLY-PAK MFG PLANT,3081,36.24,0.34,0.29,406.35,0.03,0.03,0.03,0,0,POINT (-73.42913 40.8722)
2015,CHEMUNG,ELMIRA,8070400025,KENNEDY VALVE DIV MC WANE INC,3321,23.86,6.14,68.3,7167.42,16.83,16.62,0,0,0.31,POINT (-76.79893 42.09064)
2014,WESTCHESTER,YONKERS,3551800214,AMERICAN SUGAR REFINING INC,2062,1.83,214.05,60.95,85673.42,57.61,0.28,5.35,0,9.39,POINT (-73.89874 40.93299)
2012,WESTCHESTER,MOUNT PLEASANT,3553400189,VALHALLA CAMPUS (GRASSLANDS),9199,1.39,24.35,20.3,28920,1.86,1.85,1.83,0,0.44,POINT (-73.86152 41.16287)
2022,ERIE,AMHERST,9142200093,INTERNATIONAL IMAGING,3955,0.25,6.65,3.14,4795.23,0.23,0.02,0.21,0.05,0.03,POINT (-78.79976 42.97839)
2010,WESTCHESTER,YORKTOWN,3555400036,THOMAS J WATSON RESEARCH CENTER,3571,0.14,27,2.45,12403.26,0,0,0,0,23.12,POINT (-73.80819 41.29565)
2020,HERKIMER,WEST WINFIELD,6215600018,TGP COMPRESSOR STATION 245,4922,5.69,60.8,48.95,13933.35,1.67,0,1.67,0,0.28,POINT (-75.19378 42.88517)
2017,RENSSELAER,RENSSELAER,4381400029,RENSSELAER COGEN FACILITY,4911,0.07,1.32,0.52,3405.01,0.41,0.08,0.09,0,0.02,POINT (-73.74127 42.64472)
2015,NIAGARA,LEWISTON,9292400016,MODERN LANDFILL INC,4953,35.3,0.11,0.02,175.02,0,0,0,0,0,POINT (-79.04442 43.17407)
2022,NASSAU,INWOOD,1282000947,GLOBAL COMPANIES LLC - INWOOD TERMINAL,5171,64.81,0,0,0.86,0,0,0,2.14,0,POINT (-73.74661 40.61624)
2020,ROCKLAND,WEST HAVERSTRAW,3392200003,BOWLINE GENERATING STATION,4911,22.28,405.37,171.69,420234.1,30.79,0,30.61,0,23.81,POINT (-73.974 41.20391)
2015,KINGS,BROOKLYN (6102),2610200086,NARROWS GENERATING STATION,4911,1.29,216.88,43.56,62599.79,3.83,0.2,1.81,0,1.95,POINT (-73.99036 40.69245)
2019,ONTARIO,GENEVA,8320500041,GUARDIAN INDUSTRIES CORP,3211,49.65,271.34,17.95,4085.55,0,114.91,0.25,0,132.05,POINT (-76.98218 42.86642)
2013,QUEENS,QUEENS (6307),2630700339,N SHORE TOWERS APT TOTAL ENERGY PLANT,6513,0.72,153.49,94.9,25599.24,1.03,1.03,0.41,0,0.2,POINT (-73.82999 40.714)
2012,ONTARIO,SENECA,8324400040,ONTARIO COUNTY LFG TO ENERGY FACILITY,4911,20.82,10.58,210.8,34261.62,8.82,0,0,2.96,15.98,POINT (-77.05335 42.80424)
2016,ALBANY,COHOES,4012600033,TOWN OF COLONIE LANDFILL FACILITY,4953,13.81,1.07,5.55,1765.23,0.25,0.25,0,0.47,6.9,POINT (-73.70009 42.77465)
2018,RENSSELAER,RENSSELAER,4381400005,SPRAGUE OPERATING RESOURCES LLC,5171,10.07,0.23,0.29,298.21,0.02,0,0.02,0,0,POINT (-73.74127 42.64472)
2014,ALLEGANY,ANGELICA,9023200003,HYLAND LANDFILL,4953,10.08,22.42,155.75,22800,9.35,0,0,0,18.45,POINT (-78.02061 42.30738)
2017,CLINTON,PLATTSBURGH,5094200106,SARANAC POWER PARTNERS COGENERATION FAC,4911,4.68,55.85,3.06,68479.35,5.97,0,5.96,0,0.86,POINT (-73.45303 44.69913)
2010,RENSSELAER,EAST GREENBUSH,4382400019,BUCKEYE RENSSELAER TERMINAL,5171,31.25,8.45,0.77,3963.23,1.05,1.05,0.67,0,12.06,POINT (-73.70167 42.59079)
2022,ONTARIO,CANANDAIGUA,8322400427,PACTIV TECHNOLOGY CENTER,8731,0.05,0.05,0.04,57.28,0.01,0.01,0,0.01,0,POINT (-77.28094 42.88809)
2016,QUEENS,FAR ROCKAWAY,2630800513,BAYSWATER / JAMAICA BAY PEAKING FACILITY,4911,1.03,11.58,11.69,150427.8,10.93,0,10.69,0,0.79,POINT (-73.75249 40.60401)
2013,SARATOGA,CORINTH,5412600028,INDECK-CORINTH ENERGY CENTER,4911,25.35,94.19,27.89,431814.62,3.64,0.36,0.34,0,2.14,POINT (-73.83128 43.24434)
2018,SUFFOLK,SOUTHAMPTON,1473601438,SOUTHAMPTON GT FACILITY,4911,0.01,10.63,0.07,3045.7,0.38,0.17,0.21,0,0.02,POINT (-72.38492 40.88804)
2015,DUTCHESS,POUGHKEEPSIE,3134600019,DUTCHESS CO RESOURCE RECOVERY FACILITY,4953,23.06,158.27,84.46,66559.88,1.54,1.53,0,4.95,10.94,POINT (-73.92915 41.70712)
2013,ALBANY,ALBANY,4010100426,ALBANY LANDFILL GAS TO ENERGY FACILITY,4911,1.48,8.28,68.75,11325.68,0,0,0,0,17.88,POINT (-73.75521 42.65155)
2012,PUTNAM,SOUTHEAST,3373000060,ALGONQUIN GAS SOUTHEAST COMPRESSOR STATION,4922,7.6,74.89,3.93,100917.78,22.66,17,5.67,0,2.92,POINT (-73.60439 41.41368)
2012,ONONDAGA,GEDDES,7313200052,SYRACUSE ENERGY CORPORATION,4911,5.03,641.41,1413.72,427043.45,14.81,11.79,0.19,12.43,1907.98,POINT (-76.23995 43.08983)
2016,STEUBEN,BATH,8462400031,NEW BATH LANDFILL,4953,1.59,0.15,0.28,3068.26,0.02,0.01,0.01,0.24,0.03,POINT (-77.31785 42.33799)
2022,SCHOHARIE,COBLESKILL,4432600017,MILL SERVICES INC,2431,57.69,0.59,0.12,706.79,9.04,8.99,0.05,0,0,POINT (-74.48317 42.6782)
2013,WYOMING,GAINESVILLE,9563200007,MORTON SALT INC,2899,1.44,215.84,15.05,129524.3,77.01,2.29,2.19,75.35,1370.71,POINT (-78.13413 42.64198)
2021,ORANGE,NEW WINDSOR,3334800087,GLOBAL COMPANIES - NORTH TERMINAL,5171,1.12,0.02,0,9.72,0,0,0,0.07,0,POINT (-74.02274 41.47742)
2010,QUEENS,QUEENS (6304),2630401378,RAVENSWOOD STEAM PLANT,4961,1.21,55.42,9.86,36318.28,7.64,7.64,4.07,0,54.16,POINT (-73.82999 40.714)
2018,CAYUGA,AUBURN,7055200002,BUCKEYE PIPE LINE CO LP - AUBURN,4613,16.93,0,0,0,0,0,0,0,0,POINT (-76.56591 42.92936)
2017,NIAGARA,YOUNGSTOWN,9292400110,MODEL CITY ENERGY FACILITY,4911,28.37,39.77,219.41,53363.85,4.57,4.57,0.01,3.94,19.1,POINT (-79.04796 43.2504)
2015,CHEMUNG,CHEMUNG,8072800004,CHEMUNG COUNTY LANDFILL,4953,6.23,5.18,28.02,19912.7,1.38,1.38,0,0.78,1.53,POINT (-76.62353 42.00831)
2021,KINGS,BROOKLYN,2610101077,N 1ST STREET PLANT,4911,0.84,3.14,2.3,30910.7,1.17,0,1.17,0.27,0.19,POINT (-73.99036 40.69245)
2020,QUEENS,NEW HYDE PARK,2630700290,LONG ISLAND JEWISH MEDICAL CENTER,8062,4.75,29.59,24.04,27118.94,2.07,0.01,1.83,0,0.52,POINT (-73.68028 40.73361)
